1,Single Scoop,A single scoop of ice cream in a cone. Pick any flavor you would like!,Dessert,https://savoryscoot.s3.amazonaws.com/seeder-images/single_scoop.png,5.99,FALSE
1,Triple Scoop,A triple scoop of ice cream in a cone. Pick any combination of flavours you would like!,Dessert,https://savoryscoot.s3.amazonaws.com/seeder-images/triple_scoop.png,9.99,FALSE
1,Single Scoop Waffle Cone,A single scoop of ice cream in a waffle cone. Pick any flavor you would like!,Dessert,https://savoryscoot.s3.amazonaws.com/seeder-images/waffle_cone.png,7.99,FALSE
1,Scooby Snack Jello Shot,"A tropical blend of flavors such as lime and coconut, topped with whipped cream and a graham cracker Scooby Snack!",Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/scooby_snack_jello_shot.jpg,4.99,TRUE
2,Burger,"A succulent, flame-grilled beef patty with melted cheddar,crisp lettuce, ripe tomatoes, pickles,ketchup, and mayo, all sandwiched between a toasted bun.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/burger.png,10.99,FALSE
2,Salad,"Fresh mixed greens, cherry tomatoes, cucumber slices, shredded carrots, and red onion, tossed in a zesty vinaigrette dressing for a crisp and refreshing experience.",Salad,https://savoryscoot.s3.amazonaws.com/seeder-images/salad.png,6.99,FALSE
2,Hot Dog,"Juicy grilled sausage in a soft bun, topped with mustard, ketchup, and relish for a simple and satisfying treat.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/hot-dog.jpg,3.99,FALSE
2,Hot Wings,"Crispy, spicy chicken wings with a fiery kick, perfect for spice lovers. Dip into cool ranch of blue cheese for a  delicious experience.",Starter,https://savoryscoot.s3.amazonaws.com/seeder-images/hot-wings.jpg,8.99,FALSE
3,Pizza,"Perfect crust, tangy tomato sauce, melted mozzarella, and your favorite toppings for a savory delight in every bite.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/pizza.png,15.99,FALSE
4,Filet Mignon,"A succulent, perfectly seared steak, seasoned to perfection and served with a rich red wine reduction for an exquisite dining experience.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/filet-mignon.png,34.99,FALSE
4,Old Fashioned,"A timeless blend of sugar, bitters, bourbon, and citrus twist over ice, delivering a classic and sophisticated cocktail experience.",Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/old-fashioned.jpg,12.99,TRUE
5,Chicken McNuggets,10 pieces crispy Chicken Mcnuggets. Comes with 2 sauce packets and a drink.,Main,https://savoryscoot.s3.amazonaws.com/seeder-images/mcnuggets.jpg,10.99,FALSE
5,Big Mac,"1 burger, 2 patties, 3 buns. Comes with a side of fries and a drink.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/bigmac.jpg,12.99,FALSE
5,Oreo McFlurry,Tasty frozen treat with Oreo cookies mixed in.,Dessert,https://savoryscoot.s3.amazonaws.com/seeder-images/oreo_mcflurry.jpg,6.99,FALSE
5,M&M McFlurry,Tasty frozen treat with M&M's candies mixed in.,Dessert,https://savoryscoot.s3.amazonaws.com/seeder-images/m&m_mcflurry.jpg,6.99,FALSE
5,McChicken,"A McDonald's sandwich with a breaded chicken patty, lettuce, and mayo in a sesame seed bun",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/mcchicken.jpeg,1.99,FALSE
5,Fries,"Golden and crispy potato sticks, seasoned to perfection for a deliciously iconic snack.",Side,https://savoryscoot.s3.amazonaws.com/seeder-images/mcfries.jpeg,2.99,FALSE
6,4 for $4,"The best deal on the planet. 4 items for $4: a burger, a 4 piece chicken nugget, fries, and a drink all for just four bucks.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/444.png,4,FALSE
6,Son of Baconator,"Like the baconator, but smaller. A burger with a single patty and lots of bacon.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/son_of_baconator.jpg,4.99,FALSE
6,Ghost Pepper Ranch Chicken Sandwich,"Our legendary Spicy Chicken filet but now a whole lot hotter with three layers of ghost pepper heat including ghost pepper seasoned fried onions, ghost pepper American cheese and ghost pepper ranch, lettuce, and tomatoes. Don’t be chicken. Eat it.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/ghost_pepper_chicken_sandwich.png,11.99,FALSE
6,Baconator,"A hearty burger piled high with fresh, never frozen beef patties, crispy bacon, and melted cheese, creating a savory delight for burger enthusiasts.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/baconator.jpeg,5.99,FALSE
6,Frosty,"A creamy and indulgent dessert, blending rich chocolate or vanilla flavors into a smooth, frosty treat that strikes the perfect balance between shake and ice cream.",Dessert,https://savoryscoot.s3.amazonaws.com/seeder-images/frosty.jpg,0.99,FALSE
7,Chicken Burrito,"Grilled chicken, rice, beans, salsa, cheese, and sour cream in a warm tortilla—a delicious Mexican-inspired bite.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/burrito.jpeg,7.99,FALSE
7,Steak Bowl,"Succulent grilled steak served on a bed of cilantro-lime rice, paired with black beans, salsa, cheese, and your choice of toppings for a hearty and customizable bowl.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/steakbowl.jpeg,7.99,FALSE
8,Cajun Fries,"Irresistible hand-cut fries seasoned with a bold blend of spices, offering a flavorful and satisfying twist to the classic potato fry experience.",Side,https://savoryscoot.s3.amazonaws.com/seeder-images/cajunfries.jpeg,3.99,FALSE
8,Burger,"Double the juicy beef, endless toppings, all in a soft bun—a classic indulgence.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/fiveguysburger.jpeg,7.99,FALSE
9,Soft Taco,"The Crunchy Taco's a tough rebel, picking fights. The Soft Taco's a polite sweetheart, wrapped in a warm tortilla, bringing flowers to dinner, remembering birthdays. Dreamy. Soft. Yum.",Side,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_taco.jpg,1.79,FALSE
9,Doritos Locos Tacos,"As you already know, the Nacho Cheese Doritos® Locos Tacos Supreme® all started with a dream. But with every dream, there’s always that starting point. You know, the leap off. The idea that begins small but eventually launches you into a much greater thing. Cue in the Nacho Cheese Doritos® Locos Tacos. That’s right. Subtract the supreme, and that’s where it all began.",Side,https://savoryscoot.s3.amazonaws.com/seeder-images/dorito_taco.jpg,2.79,FALSE
9,Fiesta Potatoes,"Cheesy Fiesta Potatoes is known to throw some major A-list ragers at his house. But, he likes to keep a balance. The reduced-fat sour cream keeps everything cool. Like sending invites to all his friends so they can meet the celebrities. Then, the nacho cheese sauce shows the wild side.",Side,https://savoryscoot.s3.amazonaws.com/seeder-images/fiesta_potatoes.jpg,2.59,FALSE
9,Nacho Fries,"Golden, crisp Nacho Fries seasoned with bold Mexican spices and nacho cheese sauce for dipping.",Side,https://savoryscoot.s3.amazonaws.com/seeder-images/nacho_fries.jpg,2.89,FALSE
9,Quesarito,"Beef, rice, cheese, and chipotle sauce in a grilled tortilla—a delicious blend of flavors",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/quesarito.jpeg,4.99,FALSE
9,Crunch Wrap Supereme,"Beef, lettuce, tomatoes, cheese, and sour cream in a grilled tortilla with a crispy tostada shell for a satisfying crunch.",Main,https://savoryscoot.s3.amazonaws.com/seeder-images/crunchwrapsupreme.jpeg,7.99,FALSE
1,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
2,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
3,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
4,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
5,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
6,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
7,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
8,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE
9,Soft Drink,Your choice of a soft drink. But we are always out of root beer...,Drink,https://savoryscoot.s3.amazonaws.com/seeder-images/soft_drink.jpg,1.99,FALSE